51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.897189,4.41965
51.89719,4.419629
51.897191,4.419626
51.897199,4.419692
51.89721,4.419776
51.897215,4.419789
51.89723,4.419749
51.897259,4.419751
51.897283,4.419734
51.897302,4.419711
51.897321,4.419693
51.897344,4.419676
51.897367,4.419655
51.8974,4.419668
51.897433,4.419683
51.897461,4.419705
51.897487,4.419726
51.89752,4.419728
51.897567,4.419758
51.897594,4.419785
51.8976,4.419856
51.897616,4.419943
51.897635,4.419983
51.897645,4.420001
51.897659,4.420021
51.897677,4.420025
51.897679,4.420045
51.897689,4.420085
51.897686,4.420024
51.897682,4.419999
51.897681,4.419991
51.897683,4.419981
51.897689,4.419962
51.897688,4.419954
51.897692,4.419942
51.89769,4.419937
51.897688,4.419943
51.897681,4.420008
51.897681,4.420047
51.89768,4.420042
51.89768,4.420038
51.897682,4.420036
51.897684,4.420033
51.897686,4.420034
51.897686,4.420034
51.897686,4.420032
51.897686,4.420035
51.897685,4.420041
51.897685,4.420041
51.897683,4.420046
